ID;Nome;CPF;Telefone;Valor_Divida;Dias_Atraso;Faixa_Atraso;Status;Valor_Pago;Operador;Data_Vencimento;Data_Pagamento
386;Tatiane Cardoso;000.000.386-79;(11) 92943-4643;3259.05;83;61-90 dias;PAGO;3259.05;Diego R.;01/02/2026;10/01/2025
387;Nilton Vasconcelos Jr.;000.000.387-50;(21) 99412-1971;2061.63;16;0-30 dias;PENDENTE;0.0;Carlos M.;13/04/2025;
388;Letícia Vilaça Filho;000.000.388-30;(85) 96698-6770;1269.4;6;0-30 dias;PAGO;1269.4;Beatriz K.;29/03/2025;25/05/2025
389;Ana Paula Silva;000.000.389-11;(41) 94506-9260;54215.98;76;61-90 dias;PENDENTE;0.0;Carlos M.;21/09/2025;
390;Neusa Farias Neto;000.000.390-55;(41) 98633-2807;1247.12;76;61-90 dias;PENDENTE;0.0;Rafael T.;09/06/2025;
391;Sueli Coelho;000.000.391-36;(67) 95761-8011;924.65;151;90+ dias;PENDENTE;0.0;Ana Lima;13/12/2025;
392;Felipe Barros;000.000.392-17;(41) 93764-2060;1984.12;71;61-90 dias;QUEBRADO;660.25;Rafael T.;20/05/2025;
393;Gilson Fontes;000.000.393-06;(62) 98938-9379;726.17;9;0-30 dias;PAGO;726.17;Rafael T.;13/09/2025;04/02/2025
394;João Pedro Oliveira;000.000.394-89;(62) 96356-3502;1423.84;80;61-90 dias;PENDENTE;0.0;Fernanda S.;16/09/2025;
395;Murilo Bezerra;000.000.395-60;(11) 91517-8051;4655.34;60;31-60 dias;NEGOCIANDO;2112.97;Diego R.;26/03/2025;
396;Nilton Vasconcelos;000.000.396-40;(47) 92792-9037;7126.11;82;61-90 dias;EM ATRASO;0.0;Rafael T.;12/11/2025;
397;Eronildo Bezerra;000.000.397-21;(91) 96250-2006;893.09;107;90+ dias;PAGO;893.09;Diego R.;02/07/2025;26/06/2025
398;Letícia Vilaça Filho;000.000.398-02;(81) 94844-6113;4025.57;19;0-30 dias;NEGOCIANDO;1317.25;Fernanda S.;04/08/2025;
399;Fernanda Lima;000.000.399-93;(11) 96185-7188;11500.44;19;0-30 dias;QUEBRADO;1916.56;Fernanda S.;03/06/2025;
400;Nilton Vasconcelos;000.000.400-61;(31) 99779-4507;20629.1;129;90+ dias;PAGO;20629.1;Ana Lima;20/05/2025;22/06/2025
401;Quesia Dantas;000.000.401-42;(47) 97997-4436;1157.89;174;90+ dias;PAGO;1157.89;Rafael T.;21/08/2025;21/09/2025
402;Odete Cardoso;000.000.402-23;(11) 99457-4056;4803.77;175;90+ dias;NEGOCIANDO;1313.78;Rafael T.;17/10/2025;
403;Diego Ferreira;000.000.403-04;(98) 98577-3420;4461.56;84;61-90 dias;NEGOCIANDO;922.53;Rafael T.;27/05/2025;
404;Natália Mendes;000.000.404-95;(81) 97649-4907;4784.96;4;0-30 dias;PAGO;4784.96;Carlos M.;20/05/2025;23/03/2025
405;João Pedro Oliveira;000.000.405-76;(85) 93883-1691;27225.36;24;0-30 dias;EM ATRASO;0.0;Rafael T.;10/12/2025;
406;Thiago Nascimento;000.000.406-57;(51) 94867-2833;23836.45;54;31-60 dias;PAGO;23836.45;Fernanda S.;31/01/2026;04/03/2025
407;Cíntia Barbosa;000.000.407-38;(62) 94865-7928;4450.25;7;0-30 dias;QUEBRADO;646.11;Diego R.;07/10/2025;
408;Isaura Pires;000.000.408-19;(85) 93374-6947;22305.04;16;0-30 dias;QUEBRADO;9268.21;Fernanda S.;03/05/2025;
409;Odete Cardoso;000.000.409-08;(98) 92999-9763;1846.64;38;31-60 dias;NEGOCIANDO;358.59;Carlos M.;18/04/2025;
410;Sueli Coelho;000.000.410-33;(67) 91555-5489;20195.56;33;31-60 dias;NEGOCIANDO;7662.05;Ana Lima;17/09/2025;
411;Eronildo Bezerra;000.000.411-14;(92) 98426-1448;1053.79;25;0-30 dias;PENDENTE;0.0;Carlos M.;26/02/2025;
412;Wellington Moura;000.000.412-03;(51) 97722-6233;1468.69;46;31-60 dias;PAGO;1468.69;Beatriz K.;13/07/2025;25/03/2026
413;Patrícia Lopes Jr.;000.000.413-86;(81) 92457-8576;1350.61;7;0-30 dias;PENDENTE;0.0;Rafael T.;08/01/2025;
414;Jailson Cavalcante;000.000.414-67;(65) 99096-2941;1682.8;115;90+ dias;PAGO;1682.8;Rafael T.;25/05/2025;21/04/2025
415;Simone Correia;000.000.415-48;(67) 93391-1471;5497.42;39;31-60 dias;EM ATRASO;0.0;Diego R.;21/12/2025;
416;Renato Vieira;000.000.416-29;(67) 95198-2196;57876.27;48;31-60 dias;PENDENTE;0.0;Ana Lima;19/01/2026;
417;Ana Paula Silva;000.000.417-00;(62) 95956-7466;3019.2;22;0-30 dias;PAGO;3019.2;Diego R.;29/09/2025;30/12/2025
418;Vanessa Teixeira;000.000.418-90;(92) 91723-3095;3697.55;87;61-90 dias;PAGO;3697.55;Carlos M.;12/08/2025;10/06/2025
419;Adriana Campos;000.000.419-71;(47) 93478-8208;40275.05;2;0-30 dias;EM ATRASO;0.0;Diego R.;21/01/2025;
420;Eronildo Bezerra;000.000.420-05;(47) 98499-9077;7209.04;4;0-30 dias;PAGO;7209.04;Beatriz K.;06/12/2025;02/04/2026
421;Renato Vieira;000.000.421-96;(11) 99618-3958;7324.21;63;61-90 dias;PENDENTE;0.0;Ana Lima;30/10/2025;
422;Gustavo Borges;000.000.422-77;(31) 98540-8861;18580.2;69;61-90 dias;EM ATRASO;0.0;Carlos M.;19/10/2025;
423;Renato Vieira;000.000.423-58;(91) 96294-1909;978.06;33;31-60 dias;NEGOCIANDO;161.55;Diego R.;04/02/2026;
424;Claudia Andrade;000.000.424-39;(51) 92975-5891;1325.97;130;90+ dias;PENDENTE;0.0;Diego R.;18/07/2025;
425;Débora Cavalcante;000.000.425-10;(67) 92478-7922;1024.23;42;31-60 dias;QUEBRADO;165.95;Beatriz K.;11/09/2025;
426;Jailson Cavalcante;000.000.426-09;(67) 92297-8825;1730.61;178;90+ dias;PAGO;1730.61;Diego R.;19/09/2025;25/02/2025
427;Neusa Farias Neto;000.000.427-81;(98) 95175-2339;1086.89;61;61-90 dias;QUEBRADO;245.18;Diego R.;06/01/2026;
428;Elias Medeiros;000.000.428-62;(85) 96592-4066;1444.79;36;31-60 dias;QUEBRADO;410.41;Rafael T.;27/07/2025;
429;Graciele Sampaio;000.000.429-43;(98) 97471-5958;6176.19;3;0-30 dias;PAGO;6176.19;Rafael T.;12/08/2025;04/05/2025
430;Lurdes Xavier;000.000.430-87;(91) 98592-3427;24385.74;16;0-30 dias;PENDENTE;0.0;Fernanda S.;14/04/2025;
431;Quesia Dantas;000.000.431-68;(62) 91834-6469;1742.65;146;90+ dias;PENDENTE;0.0;Beatriz K.;06/09/2025;
432;Graciele Sampaio;000.000.432-49;(21) 99655-1311;16046.75;14;0-30 dias;PAGO;16046.75;Ana Lima;12/08/2025;24/12/2025
433;Natália Mendes;000.000.433-20;(71) 98688-6633;7530.41;77;61-90 dias;EM ATRASO;0.0;Rafael T.;06/01/2026;
434;Wanderley Queiroz;000.000.434-00;(98) 98738-3654;1434.0;70;61-90 dias;PENDENTE;0.0;Fernanda S.;10/09/2025;
435;Cristiane Azevedo;000.000.435-91;(21) 91297-6878;1707.51;29;0-30 dias;PENDENTE;0.0;Beatriz K.;03/03/2025;
436;Patrícia Lopes;000.000.436-72;(92) 96820-1764;1750.79;125;90+ dias;EM ATRASO;0.0;Ana Lima;23/08/2025;
437;Mateus Gomes;000.000.437-53;(41) 91687-9311;2942.2;106;90+ dias;QUEBRADO;411.08;Fernanda S.;28/11/2025;
438;Cíntia Barbosa;000.000.438-34;(41) 94307-8194;1675.55;14;0-30 dias;NEGOCIANDO;409.27;Carlos M.;07/12/2025;
439;Bruno Castro;000.000.439-15;(48) 97909-4738;16774.64;143;90+ dias;PENDENTE;0.0;Ana Lima;30/01/2026;
440;Ivone Brito;000.000.440-59;(31) 96542-6157;1590.63;13;0-30 dias;PENDENTE;0.0;Rafael T.;01/01/2026;
441;Ivone Brito;000.000.441-30;(67) 97586-5986;775.63;24;0-30 dias;PAGO;775.63;Beatriz K.;16/11/2025;06/10/2025
442;Sueli Coelho;000.000.442-10;(62) 94232-5940;1522.1;32;31-60 dias;PENDENTE;0.0;Beatriz K.;09/06/2025;
443;Marcelo Duarte;000.000.443-00;(61) 91383-1456;3823.65;56;31-60 dias;NEGOCIANDO;779.65;Fernanda S.;17/09/2025;
444;Felipe Barros Jr.;000.000.444-82;(65) 95881-1085;1820.38;68;61-90 dias;PAGO;1820.38;Beatriz K.;02/01/2026;06/02/2026
445;André Monteiro;000.000.445-63;(48) 95057-2724;914.15;115;90+ dias;PAGO;914.15;Diego R.;08/03/2025;31/03/2026
446;Renato Vieira;000.000.446-44;(98) 99622-7598;24940.7;141;90+ dias;QUEBRADO;6653.4;Carlos M.;25/03/2025;
447;Dilma Fonseca;000.000.447-25;(51) 99408-9669;7664.42;53;31-60 dias;PENDENTE;0.0;Fernanda S.;03/03/2025;
448;Salvador Borba;000.000.448-06;(48) 93511-2929;21324.47;40;31-60 dias;PAGO;21324.47;Carlos M.;21/04/2025;26/05/2025
449;Graciele Sampaio Neto;000.000.449-97;(31) 91732-7841;874.3;49;31-60 dias;PAGO;874.3;Diego R.;24/08/2025;22/11/2025
450;Elias Medeiros Neto;000.000.450-20;(31) 97711-7344;20510.52;59;31-60 dias;QUEBRADO;6743.82;Rafael T.;31/01/2026;
451;Paulo Henrique Lima;000.000.451-01;(41) 92395-4152;6503.35;97;90+ dias;PENDENTE;0.0;Fernanda S.;10/01/2025;
452;Aline Nunes;000.000.452-92;(65) 92386-9741;15429.3;20;0-30 dias;PAGO;15429.3;Ana Lima;16/02/2025;12/05/2025
453;Larissa Carvalho;000.000.453-73;(91) 93359-3992;992.37;55;31-60 dias;PAGO;992.37;Fernanda S.;20/02/2025;19/07/2025
454;Vanessa Teixeira;000.000.454-54;(92) 95225-7152;1578.63;27;0-30 dias;PAGO;1578.63;Diego R.;12/06/2025;01/02/2025
455;Odete Cardoso;000.000.455-35;(47) 91473-7676;6050.58;38;31-60 dias;PAGO;6050.58;Ana Lima;17/08/2025;28/07/2025
456;Dilma Fonseca;000.000.456-16;(51) 97116-9854;53442.53;159;90+ dias;PENDENTE;0.0;Carlos M.;01/12/2025;
457;Ana Paula Silva;000.000.457-05;(85) 95110-7228;1167.56;81;61-90 dias;PENDENTE;0.0;Carlos M.;04/03/2025;
458;Percival Moura;000.000.458-88;(67) 94454-9270;7877.84;178;90+ dias;PAGO;7877.84;Beatriz K.;24/08/2025;18/04/2025
459;Cíntia Barbosa Filho;000.000.459-69;(11) 98807-1070;6219.8;31;31-60 dias;PENDENTE;0.0;Beatriz K.;09/02/2025;
460;João Pedro Oliveira;000.000.460-00;(65) 93022-6783;6607.8;43;31-60 dias;EM ATRASO;0.0;Ana Lima;16/08/2025;
461;Patrícia Lopes;000.000.461-83;(85) 96862-4137;1520.28;57;31-60 dias;EM ATRASO;0.0;Beatriz K.;28/12/2025;
462;Aline Nunes;000.000.462-64;(41) 95544-9197;1261.7;78;61-90 dias;PAGO;1261.7;Carlos M.;19/10/2025;13/05/2025
463;Ivone Brito;000.000.463-45;(85) 94143-1378;23944.14;52;31-60 dias;PAGO;23944.14;Diego R.;15/06/2025;26/04/2026
464;Neusa Farias;000.000.464-26;(48) 98644-9119;681.73;96;90+ dias;PAGO;681.73;Ana Lima;20/10/2025;11/02/2025
465;Patrícia Lopes;000.000.465-07;(67) 92219-5095;2167.24;7;0-30 dias;EM ATRASO;0.0;Carlos M.;09/05/2025;
466;Mateus Gomes;000.000.466-98;(92) 91891-6465;1353.26;68;61-90 dias;PAGO;1353.26;Fernanda S.;13/07/2025;18/01/2025
467;Camila Rodrigues;000.000.467-79;(21) 98240-1897;1451.86;10;0-30 dias;NEGOCIANDO;280.56;Rafael T.;03/11/2025;
468;Carlos Eduardo Santos;000.000.468-50;(65) 98014-2659;857.93;51;31-60 dias;NEGOCIANDO;152.24;Carlos M.;21/10/2025;
469;Humberto Rezende;000.000.469-30;(67) 98887-8284;829.83;6;0-30 dias;EM ATRASO;0.0;Carlos M.;02/02/2026;
470;Vanessa Teixeira;000.000.470-74;(92) 95768-7042;397.44;79;61-90 dias;PAGO;397.44;Carlos M.;24/11/2025;13/04/2025
471;Camila Rodrigues;000.000.471-55;(47) 98657-6425;1011.78;79;61-90 dias;PAGO;1011.78;Carlos M.;24/11/2025;02/01/2025
472;Marcos Rocha;000.000.472-36;(71) 94916-8876;939.05;133;90+ dias;PENDENTE;0.0;Ana Lima;12/10/2025;
473;Vanessa Teixeira;000.000.473-17;(71) 96896-1719;1805.15;1;0-30 dias;PAGO;1805.15;Ana Lima;15/05/2025;08/03/2026
474;Fernanda Lima;000.000.474-06;(51) 97208-2818;4234.1;60;31-60 dias;PENDENTE;0.0;Rafael T.;11/08/2025;
475;Camila Rodrigues Filho;000.000.475-89;(71) 94140-9725;1960.87;72;61-90 dias;PENDENTE;0.0;Fernanda S.;18/03/2025;
476;Wellington Moura Neto;000.000.476-60;(51) 99327-9011;3004.6;63;61-90 dias;PENDENTE;0.0;Diego R.;23/09/2025;
477;Tatiane Cardoso;000.000.477-40;(98) 99609-8918;19045.53;76;61-90 dias;PENDENTE;0.0;Diego R.;01/05/2025;
478;Renato Vieira;000.000.478-21;(62) 93575-7129;5112.92;63;61-90 dias;PAGO;5112.92;Diego R.;28/08/2025;19/08/2025
479;Neusa Farias;000.000.479-02;(47) 96194-5473;4154.56;13;0-30 dias;PENDENTE;0.0;Carlos M.;22/05/2025;
480;Larissa Carvalho Neto;000.000.480-46;(21) 99946-4281;6610.9;37;31-60 dias;PAGO;6610.9;Rafael T.;21/01/2026;14/03/2026
481;Murilo Bezerra;000.000.481-27;(11) 95906-5617;47893.19;142;90+ dias;EM ATRASO;0.0;Carlos M.;23/07/2025;
482;Marcos Rocha;000.000.482-08;(71) 98773-4829;1528.27;86;61-90 dias;NEGOCIANDO;579.48;Diego R.;18/04/2025;
483;Elias Medeiros;000.000.483-99;(11) 97139-3276;316.46;130;90+ dias;QUEBRADO;82.71;Rafael T.;03/02/2026;
484;Lurdes Xavier;000.000.484-70;(11) 91527-3279;14645.06;79;61-90 dias;PAGO;14645.06;Diego R.;07/04/2025;17/07/2025
485;Mateus Gomes;000.000.485-50;(65) 95991-2527;8456.25;6;0-30 dias;PENDENTE;0.0;Carlos M.;16/04/2025;
486;Sérgio Figueiredo;000.000.486-31;(31) 98449-1941;1846.68;47;31-60 dias;QUEBRADO;472.01;Carlos M.;16/04/2025;
487;Aline Nunes;000.000.487-12;(47) 93601-6084;7946.51;37;31-60 dias;PAGO;7946.51;Diego R.;19/10/2025;18/06/2025
488;Célia Braga;000.000.488-01;(21) 92492-5717;14648.54;59;31-60 dias;PENDENTE;0.0;Beatriz K.;02/04/2025;
489;Nilton Vasconcelos;000.000.489-84;(61) 92565-7447;3751.34;32;31-60 dias;PAGO;3751.34;Beatriz K.;30/07/2025;10/09/2025
490;Felipe Barros;000.000.490-18;(31) 92723-9264;5036.39;55;31-60 dias;QUEBRADO;1271.5;Diego R.;17/01/2026;
491;Simone Correia;000.000.491-07;(11) 95105-2878;4768.14;65;61-90 dias;PENDENTE;0.0;Fernanda S.;30/08/2025;
492;Natália Mendes;000.000.492-80;(11) 92646-3903;1441.37;10;0-30 dias;QUEBRADO;658.81;Carlos M.;30/09/2025;
493;Sueli Coelho;000.000.493-60;(48) 92684-7399;11429.55;75;61-90 dias;PAGO;11429.55;Ana Lima;04/08/2025;09/01/2025
494;Carlos Eduardo Santos;000.000.494-41;(71) 92035-4613;4494.08;29;0-30 dias;PAGO;4494.08;Diego R.;05/10/2025;17/04/2025
495;Edna Guimarães Filho;000.000.495-22;(41) 96842-6298;4752.66;31;31-60 dias;PENDENTE;0.0;Carlos M.;04/02/2025;
496;Neusa Farias;000.000.496-03;(47) 92668-9784;5599.2;26;0-30 dias;EM ATRASO;0.0;Carlos M.;22/12/2025;
497;Cíntia Barbosa;000.000.497-94;(92) 98899-2106;1168.74;31;31-60 dias;PAGO;1168.74;Fernanda S.;05/03/2025;24/01/2026
498;Cristiane Azevedo;000.000.498-75;(81) 92300-1981;50385.79;5;0-30 dias;PENDENTE;0.0;Carlos M.;18/06/2025;
499;Rodrigo Machado;000.000.499-56;(21) 99533-7797;11498.9;21;0-30 dias;EM ATRASO;0.0;Rafael T.;18/12/2025;
500;Patrícia Lopes;000.000.500-24;(62) 99543-6269;8885.82;6;0-30 dias;PAGO;8885.82;Beatriz K.;31/10/2025;30/03/2025
501;Aline Nunes;000.000.501-05;(31) 97983-8652;3493.82;10;0-30 dias;PAGO;3493.82;Ana Lima;04/09/2025;05/02/2026
502;Rosangela Tavares;000.000.502-96;(61) 98712-8231;8336.79;80;61-90 dias;NEGOCIANDO;3906.73;Beatriz K.;01/11/2025;
503;Bruno Castro;000.000.503-77;(61) 95215-7233;1330.24;40;31-60 dias;PAGO;1330.24;Rafael T.;14/09/2025;07/01/2025
504;Cleber Santana;000.000.504-58;(67) 97465-7113;24872.03;173;90+ dias;PAGO;24872.03;Fernanda S.;12/08/2025;26/01/2026
505;Letícia Vilaça;000.000.505-39;(47) 97032-1945;2207.05;90;61-90 dias;QUEBRADO;790.42;Beatriz K.;14/05/2025;
506;Célia Braga;000.000.506-10;(51) 95166-5053;5866.38;20;0-30 dias;EM ATRASO;0.0;Carlos M.;23/09/2025;
507;Edna Guimarães;000.000.507-09;(67) 95143-5951;1547.69;82;61-90 dias;PENDENTE;0.0;Carlos M.;26/06/2025;
508;Débora Cavalcante;000.000.508-81;(62) 96047-1105;1615.36;6;0-30 dias;PAGO;1615.36;Carlos M.;27/12/2025;06/04/2025
509;Fábio Moreira;000.000.509-62;(48) 92806-8383;11262.04;19;0-30 dias;PENDENTE;0.0;Ana Lima;16/11/2025;
510;Rogério Freitas Jr.;000.000.510-04;(62) 93042-5534;34312.83;3;0-30 dias;QUEBRADO;14263.26;Ana Lima;22/01/2025;
511;Renato Vieira;000.000.511-87;(11) 97154-9520;56155.33;39;31-60 dias;NEGOCIANDO;26752.2;Diego R.;07/12/2025;
512;Joelma Reis;000.000.512-68;(98) 96410-2641;7550.22;45;31-60 dias;EM ATRASO;0.0;Carlos M.;20/01/2026;
513;Cleber Santana;000.000.513-49;(47) 99436-7768;14123.5;172;90+ dias;PAGO;14123.5;Beatriz K.;30/04/2025;16/08/2025
514;Graciele Sampaio;000.000.514-20;(31) 96707-8010;1838.84;175;90+ dias;PENDENTE;0.0;Rafael T.;20/10/2025;
515;Dilma Fonseca;000.000.515-00;(31) 95937-9990;12137.05;148;90+ dias;QUEBRADO;1725.74;Ana Lima;02/01/2026;
516;Natália Mendes;000.000.516-91;(92) 97283-5593;2738.59;54;31-60 dias;PAGO;2738.59;Carlos M.;20/06/2025;21/12/2025
517;Salvador Borba;000.000.517-72;(31) 96623-7176;1634.64;84;61-90 dias;PAGO;1634.64;Fernanda S.;15/02/2025;27/02/2025
518;Simone Correia;000.000.518-53;(41) 97025-3087;828.36;73;61-90 dias;NEGOCIANDO;347.09;Beatriz K.;06/03/2025;
519;Patrícia Lopes Jr.;000.000.519-34;(65) 96176-3370;10479.8;40;31-60 dias;QUEBRADO;3558.44;Beatriz K.;08/06/2025;
520;Felipe Barros;000.000.520-78;(47) 94534-9110;11580.42;98;90+ dias;QUEBRADO;1401.54;Carlos M.;02/02/2026;
521;Graciele Sampaio;000.000.521-59;(91) 93608-1353;1983.53;71;61-90 dias;QUEBRADO;353.14;Diego R.;08/10/2025;
522;Larissa Carvalho Jr.;000.000.522-30;(91) 98496-3681;3258.6;35;31-60 dias;PENDENTE;0.0;Ana Lima;22/10/2025;
523;Vanessa Teixeira;000.000.523-10;(67) 93756-1922;499.49;113;90+ dias;QUEBRADO;98.9;Carlos M.;02/03/2025;
524;Edilene Carmo;000.000.524-00;(61) 97150-2468;1374.97;45;31-60 dias;PENDENTE;0.0;Carlos M.;18/09/2025;
525;Fernanda Lima;000.000.525-82;(47) 95484-2549;1395.81;49;31-60 dias;EM ATRASO;0.0;Carlos M.;03/10/2025;
526;Gilson Fontes;000.000.526-63;(11) 97451-9788;5233.89;26;0-30 dias;PAGO;5233.89;Carlos M.;02/03/2025;04/12/2025
527;Leandro Pinto;000.000.527-44;(92) 93015-1641;7108.7;5;0-30 dias;PENDENTE;0.0;Carlos M.;06/10/2025;
528;Edna Guimarães;000.000.528-25;(11) 95068-5925;43293.32;89;61-90 dias;PENDENTE;0.0;Beatriz K.;03/10/2025;
529;Aline Nunes;000.000.529-06;(21) 94884-1601;3296.24;118;90+ dias;PAGO;3296.24;Diego R.;14/05/2025;11/05/2025
530;Natália Mendes;000.000.530-40;(31) 95164-7968;1545.55;23;0-30 dias;QUEBRADO;661.81;Carlos M.;06/11/2025;
531;Osmar Pacheco;000.000.531-20;(92) 98104-7208;1203.5;50;31-60 dias;EM ATRASO;0.0;Fernanda S.;03/02/2026;
532;Vanessa Teixeira;000.000.532-01;(81) 95483-1161;2741.02;139;90+ dias;NEGOCIANDO;378.85;Rafael T.;28/06/2025;
533;Salvador Borba;000.000.533-92;(85) 92623-1785;21408.71;6;0-30 dias;PENDENTE;0.0;Carlos M.;31/10/2025;
534;Alexandre Melo Filho;000.000.534-73;(51) 93337-7206;1386.63;97;90+ dias;PENDENTE;0.0;Fernanda S.;13/08/2025;
535;Valdeci Nogueira;000.000.535-54;(85) 98008-9529;1758.47;59;31-60 dias;PAGO;1758.47;Ana Lima;03/05/2025;09/01/2026
536;Rogério Freitas;000.000.536-35;(31) 95683-9074;2818.57;61;61-90 dias;PENDENTE;0.0;Diego R.;05/03/2025;
537;Carlos Eduardo Santos;000.000.537-16;(11) 97962-9754;7281.99;175;90+ dias;EM ATRASO;0.0;Beatriz K.;12/12/2025;
538;Patrícia Lopes;000.000.538-05;(98) 93184-9416;2679.4;32;31-60 dias;NEGOCIANDO;394.26;Diego R.;03/06/2025;
539;Sérgio Figueiredo;000.000.539-88;(11) 97449-4562;1818.81;40;31-60 dias;PAGO;1818.81;Fernanda S.;18/06/2025;24/08/2025
540;Eronildo Bezerra Neto;000.000.540-11;(61) 97587-6808;1199.46;1;0-30 dias;NEGOCIANDO;239.96;Diego R.;29/08/2025;
541;Cleber Santana;000.000.541-00;(67) 93984-9788;20700.55;64;61-90 dias;QUEBRADO;2986.39;Ana Lima;26/05/2025;
542;André Monteiro;000.000.542-83;(92) 91517-3626;501.95;176;90+ dias;NEGOCIANDO;206.87;Beatriz K.;24/07/2025;
543;Wanderley Queiroz Jr.;000.000.543-64;(11) 93066-3548;1453.13;12;0-30 dias;PAGO;1453.13;Diego R.;12/02/2025;06/09/2025
544;Wellington Moura;000.000.544-45;(48) 94061-5087;11373.01;124;90+ dias;QUEBRADO;3422.52;Carlos M.;03/04/2025;
545;Bruno Castro;000.000.545-26;(51) 97574-1628;1347.99;37;31-60 dias;PENDENTE;0.0;Carlos M.;29/04/2025;
546;Marcelo Duarte;000.000.546-07;(21) 99353-7997;776.95;32;31-60 dias;PAGO;776.95;Rafael T.;05/12/2025;27/01/2025
547;Gustavo Borges;000.000.547-98;(47) 95590-2650;8232.25;36;31-60 dias;PAGO;8232.25;Rafael T.;05/07/2025;15/01/2026
548;Jailson Cavalcante;000.000.548-79;(81) 95521-4441;2722.13;19;0-30 dias;PAGO;2722.13;Ana Lima;17/08/2025;27/12/2025
549;Lucas Martins;000.000.549-50;(92) 95939-8769;12292.93;25;0-30 dias;EM ATRASO;0.0;Fernanda S.;27/06/2025;
550;Elias Medeiros;000.000.550-93;(41) 98145-2109;35137.97;77;61-90 dias;PAGO;35137.97;Carlos M.;22/12/2025;13/05/2026
551;Edilene Carmo;000.000.551-74;(48) 92228-3711;5643.31;77;61-90 dias;PENDENTE;0.0;Beatriz K.;05/01/2025;
552;Célia Braga;000.000.552-55;(48) 95240-5971;590.89;70;61-90 dias;EM ATRASO;0.0;Fernanda S.;10/03/2025;
553;Beatriz Almeida;000.000.553-36;(81) 94440-9758;1952.77;81;61-90 dias;PAGO;1952.77;Fernanda S.;10/11/2025;05/04/2026
554;Gustavo Borges;000.000.554-17;(11) 96824-4592;1213.56;123;90+ dias;QUEBRADO;306.78;Fernanda S.;01/12/2025;
555;Odete Cardoso;000.000.555-06;(65) 94614-6312;1579.93;171;90+ dias;EM ATRASO;0.0;Diego R.;17/02/2025;
556;Leandro Pinto;000.000.556-89;(61) 94094-9036;576.96;24;0-30 dias;PAGO;576.96;Rafael T.;21/08/2025;06/05/2025
557;Gilson Fontes Filho;000.000.557-60;(11) 92633-7191;1395.62;64;61-90 dias;PENDENTE;0.0;Ana Lima;07/01/2025;
558;Mateus Gomes;000.000.558-40;(92) 92392-4314;3844.31;163;90+ dias;PAGO;3844.31;Ana Lima;05/03/2025;06/10/2025
559;Rafael Souza Neto;000.000.559-21;(41) 99381-7804;19141.2;5;0-30 dias;PENDENTE;0.0;Ana Lima;02/01/2026;
560;Graciele Sampaio;000.000.560-65;(41) 94678-2666;912.84;42;31-60 dias;PENDENTE;0.0;Beatriz K.;21/06/2025;
561;Leandro Pinto;000.000.561-46;(51) 95940-5702;1424.94;125;90+ dias;PAGO;1424.94;Rafael T.;18/03/2025;23/04/2026
562;Vanessa Teixeira;000.000.562-27;(62) 98318-8838;2868.01;33;31-60 dias;PENDENTE;0.0;Diego R.;11/09/2025;
563;Ermando Leite;000.000.563-08;(67) 96463-3264;1233.88;51;31-60 dias;PAGO;1233.88;Beatriz K.;04/08/2025;02/01/2026
564;Salvador Borba;000.000.564-99;(81) 92429-4853;1105.67;31;31-60 dias;NEGOCIANDO;454.94;Fernanda S.;13/03/2025;
565;Célia Braga;000.000.565-70;(81) 94452-4679;1496.74;106;90+ dias;QUEBRADO;546.46;Diego R.;07/02/2025;
566;Natália Mendes Neto;000.000.566-50;(51) 92294-5014;610.12;3;0-30 dias;PENDENTE;0.0;Diego R.;22/06/2025;
567;Carlos Eduardo Santos;000.000.567-31;(51) 91983-1526;4541.72;20;0-30 dias;PAGO;4541.72;Fernanda S.;14/09/2025;20/10/2025
568;Marcos Rocha;000.000.568-12;(61) 95453-2506;4353.75;43;31-60 dias;PAGO;4353.75;Diego R.;28/08/2025;21/12/2025
569;Adriana Campos;000.000.569-01;(62) 97233-3700;758.86;56;31-60 dias;PAGO;758.86;Ana Lima;05/10/2025;25/03/2025
570;Camila Rodrigues;000.000.570-37;(11) 96064-4075;5420.74;18;0-30 dias;PAGO;5420.74;Ana Lima;08/06/2025;17/02/2025
571;Eronildo Bezerra;000.000.571-18;(62) 99195-4192;1494.52;136;90+ dias;NEGOCIANDO;239.23;Diego R.;28/10/2025;
572;Ermando Leite;000.000.572-07;(21) 95753-3641;6310.78;101;90+ dias;NEGOCIANDO;1037.61;Beatriz K.;14/09/2025;
573;Ivone Brito;000.000.573-80;(92) 98331-3149;1032.53;170;90+ dias;PENDENTE;0.0;Carlos M.;08/02/2025;
574;Quesia Dantas;000.000.574-60;(47) 92595-1244;1947.21;55;31-60 dias;EM ATRASO;0.0;Ana Lima;24/03/2025;
575;Rodrigo Machado;000.000.575-41;(98) 92461-2165;1104.54;53;31-60 dias;PAGO;1104.54;Ana Lima;07/09/2025;19/10/2025
576;Rosangela Tavares;000.000.576-22;(62) 97701-3113;16601.02;170;90+ dias;QUEBRADO;5781.23;Ana Lima;26/11/2025;
577;Wellington Moura;000.000.577-03;(11) 93532-2725;4329.34;43;31-60 dias;PENDENTE;0.0;Ana Lima;27/08/2025;
578;Juliana Pereira;000.000.578-94;(41) 97503-8096;1993.94;43;31-60 dias;PAGO;1993.94;Carlos M.;29/08/2025;21/03/2025
